Nome da Maquina;Data da Coleta;Uso de CPU;Load1;Load5;Load15;Uso de RAM;RAM total (bytes);RAM usada (bytes);Uso de Swap;Swap total (bytes);Swap usada (bytes);Uso de Disco;Disco total (bytes);Disco usado (bytes);Disco livre (bytes);Net bytes enviados;Net bytes recebidos;Freq CPU (MHz);Temp CPU (C);Uptime (s)
srv1;2025-10-10 19:53:10;1.8;0.02978515625;0.0771484375;0.1669921875;30.2;16435757056;4957999104;0.0;2147479552;0;3.2;993262940160;30105837568;912626593792;44712283;384979154;2324.9980833333334;39.0;10006
srv1;2025-10-10 19:54:11;0.9;0.18505859375;0.1083984375;0.1728515625;30.1;16435757056;4952944640;0.0;2147479552;0;3.2;993262940160;30106943488;912625487872;44845440;386277546;2023.80075;40.0;10067
srv1;2025-10-10 19:55:12;1.7;0.32861328125;0.16357421875;0.18798828125;30.1;16435757056;4954763264;0.0;2147479552;0;3.2;993262940160;30107942912;912624488448;45027538;387568315;1868.2909166666666;39.0;10128
srv1;2025-10-10 19:56:13;0.6;0.18408203125;0.15869140625;0.1806640625;30.2;16435757056;4966498304;0.0;2147479552;0;3.2;993262940160;30109143040;912623288320;45173092;388920258;1805.3046666666667;39.0;10189
srv1;2025-10-10 19:57:14;1.0;0.06591796875;0.12744140625;0.1689453125;30.3;16435757056;4974768128;0.0;2147479552;0;3.2;993262940160;30110105600;912622325760;45310816;390084089;2150.0096666666664;39.0;10250
srv1;2025-10-10 19:58:15;9.3;0.83154296875;0.29638671875;0.2236328125;32.1;16435757056;5275987968;0.0;2147479552;0;3.2;993262940160;30111850496;912620580864;45553629;391486638;1882.8435;43.0;10311
srv1;2025-10-10 19:59:16;1.9;1.1630859375;0.4736328125;0.2900390625;31.0;16435757056;5092937728;0.0;2147479552;0;3.2;993262940160;30112735232;912619696128;46088648;392728971;1488.58825;46.0;10372
srv1;2025-10-10 20:00:17;10.3;1.19873046875;0.5625;0.3271484375;32.0;16435757056;5258907648;0.0;2147479552;0;3.2;993262940160;30095978496;912636452864;47032946;394985239;1114.6974166666666;48.0;10433
srv1;2025-10-10 20:01:18;54.1;4.8603515625;1.52001953125;0.66259765625;29.7;16435757056;4882141184;0.0;2147479552;0;3.2;993262940160;30074802176;912657629184;48830407;401136843;959.1699166666667;52.0;10494
srv1;2025-10-10 20:02:19;3.9;2.72509765625;1.55078125;0.72998046875;30.5;16435757056;5020127232;0.0;2147479552;0;3.2;993262940160;30081773568;912650657792;49392384;402910393;1197.97775;41.0;10555
srv1;2025-10-10 20:03:20;19.7;1.5068359375;1.4052734375;0.73095703125;30.8;16435757056;5057056768;0.0;2147479552;0;3.2;993262940160;30104309760;912628121600;49846757;404545463;1999.6715833333335;42.0;10616
srv1;2025-10-10 20:04:21;4.9;1.162109375;1.353515625;0.75634765625;30.6;16435757056;5032742912;0.0;2147479552;0;3.2;993262940160;30105624576;912626806784;50591473;405841391;1574.2724166666667;40.0;10677
srv1;2025-10-10 20:05:23;2.9;0.54833984375;1.14306640625;0.72314453125;30.8;16435757056;5069942784;0.0;2147479552;0;3.2;993262940160;30107000832;912625430528;51568543;411094694;1830.2855;40.0;10739
srv1;2025-10-10 20:06:24;20.9;1.4892578125;1.30078125;0.80517578125;30.1;16435757056;4949798912;0.0;2147479552;0;3.2;993262940160;30107795456;912624635904;52889108;416438122;1249.87275;42.0;10800
srv1;2025-10-10 20:07:25;11.7;1.5068359375;1.287109375;0.830078125;30.2;16435757056;4960333824;0.0;2147479552;0;3.2;993262940160;30108987392;912623443968;53705680;417734406;1447.1739166666669;44.0;10861
srv1;2025-10-10 20:08:26;3.1;1.8896484375;1.4931640625;0.93359375;29.2;16435757056;4794658816;0.0;2147479552;0;3.2;993262940160;30102577152;912629854208;54573415;419464137;2067.740166666667;46.0;10922
srv1;2025-10-10 20:09:27;4.8;1.2353515625;1.38623046875;0.9306640625;28.7;16435757056;4710207488;0.0;2147479552;0;3.2;993262940160;30114574336;912617857024;54741627;420724905;1432.3249166666665;46.0;10983
srv1;2025-10-10 20:10:28;13.5;1.30029296875;1.35888671875;0.95068359375;29.3;16435757056;4811542528;0.0;2147479552;0;3.2;993262940160;30115737600;912616693760;55543236;422011033;1770.8764166666667;49.0;11044
srv1;2025-10-10 20:11:29;14.7;1.36572265625;1.3447265625;0.97021484375;29.2;16435757056;4792721408;0.0;2147479552;0;3.2;993262940160;30117036032;912615395328;56246201;423033104;1273.4726666666668;50.0;11105
srv1;2025-10-10 20:12:30;5.8;1.41650390625;1.37060546875;1.00390625;28.9;16435757056;4747616256;0.0;2147479552;0;3.2;993262940160;30117330944;912615100416;56789467;424595065;1356.4035833333335;51.0;11166
srv1;2025-10-10 20:13:31;11.9;1.3779296875;1.36474609375;1.0224609375;29.7;16435757056;4879065088;0.0;2147479552;0;3.2;993262940160;30120497152;912611934208;57801982;427464415;1474.3234166666664;52.0;11227
srv1;2025-10-10 20:14:32;1.5;1.82275390625;1.482421875;1.08349609375;29.5;16435757056;4842369024;0.0;2147479552;0;3.2;993262940160;30121746432;912610684928;58541026;428945933;2343.1409166666667;49.0;11288
srv1;2025-10-10 20:15:33;25.3;1.86962890625;1.5048828125;1.11669921875;29.9;16435757056;4914212864;0.0;2147479552;0;3.2;993262940160;30126923776;912605507584;59276449;430455233;1587.10225;51.0;11349
srv1;2025-10-10 20:16:34;1.2;0.84619140625;1.28564453125;1.064453125;29.5;16435757056;4842659840;0.0;2147479552;0;3.2;993262940160;30127898624;912604532736;59984342;431701523;2273.0860833333336;49.0;11411
srv1;2025-10-10 20:17:36;16.1;0.8837890625;1.20556640625;1.04931640625;29.9;16435757056;4912984064;0.0;2147479552;0;3.2;993262940160;30129487872;912602943488;60474934;433757968;1089.6214166666666;53.0;11472
srv1;2025-10-10 20:18:37;12.4;1.4208984375;1.31591796875;1.09716796875;31.3;16435757056;5140307968;0.0;2147479552;0;3.2;993262940160;30137311232;912595120128;61370902;437272153;1202.2463333333333;52.0;11533
srv1;2025-10-10 20:19:38;7.8;1.078125;1.26513671875;1.09228515625;29.3;16435757056;4813996032;0.0;2147479552;0;3.2;993262940160;30134824960;912597606400;62115513;439089175;1303.08;51.0;11594
